volatileacidity,citricacid,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,sulphates,alcohol
0.27,0.27,10.4,0.040999999999999995,26,114,0.993,0.52,11.5
0.3,0.32,1.7,0.032,30,130,0.991,0.41,11.2
0.18,0.36,1.3,0.036000000000000004,40,117,0.993,0.95,9.5
0.38,0.26,3.5,0.035,38,111,0.9890000000000001,0.47,13.6
0.18,0.65,1.4,0.046,28,157,0.995,0.62,9.4
0.14,0.37,1.2,0.032,63,148,0.992,0.44,11.2
0.16,0.33,4.8,0.043,45,114,0.992,0.44,11.2
0.35,0.47,13.3,0.037000000000000005,42,116,0.998,0.5,9.2
0.25,0.44,11.6,0.040999999999999995,48,195,0.997,0.52,9.5
0.4,0.32,1.7,0.035,39,84,0.991,0.48,12.7
0.24,0.35,7.7,0.031,36,135,0.9940000000000001,0.37,10.5
0.46,0.26,2.7,0.042,28,83,0.991,0.51,12.0
0.19,0.49,15.6,0.057999999999999996,50,134,1.0,0.36,9.1
0.24,0.31,13.1,0.05,26,180,0.9990000000000001,0.53,9.1
0.46,0.15,2.1,0.026000000000000002,29,130,0.99,0.77,13.4
0.29,0.34,7.8,0.036000000000000004,49,128,0.9940000000000001,0.4,10.7
0.44,0.36,2.5,0.03,12,73,0.992,0.48,10.8
0.27,0.28,1.8,0.04,45,121,0.99,0.4,11.9
0.15,0.33,1.1,0.027000000000000003,16,63,0.9940000000000001,0.4,9.9
0.18,0.38,1.4,0.038,35,111,0.992,0.59,11.2
0.24,0.41,8.7,0.036000000000000004,29,148,0.995,0.62,9.9
0.22,0.28,10.6,0.039,32,117,0.9940000000000001,0.55,11.5
0.36,0.24,0.9,0.038,15,72,0.991,0.39,11.0
0.19,0.27,11.2,0.061,46,149,0.998,0.59,9.3
0.16,0.28,2.5,0.046,40,153,0.992,0.51,11.4
0.24,0.3,2.0,0.033,28,92,0.992,0.69,10.9
0.25,0.33,2.1,0.021,17,76,0.99,0.45,12.3
0.23,0.36,7.1,0.027999999999999997,31,104,0.992,0.47,12.1
0.27,0.74,12.5,0.037000000000000005,47,156,0.998,0.44,8.7
0.42,0.48,9.9,0.034,5,110,0.996,0.29,10.0
0.2,0.27,3.2,0.047,16,93,0.992,0.53,10.1
0.31,0.24,1.6,0.032,10,67,0.992,0.47,10.5
0.28,0.34,8.1,0.038,44,129,0.992,0.29,12.1
0.2,0.3,1.4,0.025,17,76,0.991,0.44,11.0
0.27,0.25,7.5,0.03,18,117,0.991,0.38,13.0
0.16,0.32,1.1,0.032,29,80,0.99,0.36,12.1
0.19,0.46,3.8,0.040999999999999995,82,187,0.993,0.6,11.2
0.32,0.28,4.3,0.032,46,115,0.9890000000000001,0.57,13.0
0.25,0.22,3.3,0.048,41,161,0.993,0.5,10.5
0.22,0.34,9.7,0.035,26,143,0.997,0.49,9.8
0.3,0.21,6.6,0.026000000000000002,33,143,0.992,0.35,11.1
0.21,0.24,12.1,0.05,55,164,0.997,0.39,9.4
0.29,0.05,0.8,0.038,11,30,0.992,0.35,9.2
0.23,0.41,8.0,0.03,30,114,0.9940000000000001,0.54,11.0
0.23,0.31,1.5,0.022000000000000002,11,82,0.9890000000000001,0.4,12.9
0.29,0.34,7.8,0.036000000000000004,49,128,0.9940000000000001,0.4,10.7
0.25,0.29,7.5,0.049,38,158,0.997,0.38,9.6
0.34,0.31,16.4,0.051,20,146,0.998,0.54,9.1
0.29,0.31,3.9,0.027000000000000003,39,96,0.99,0.6,12.6
0.23,0.3,1.1,0.031,40,99,0.993,0.3,10.4
0.19,0.42,6.4,0.067,39,212,0.996,0.33,9.6
0.23,0.33,8.1,0.048,45,176,0.995,0.52,10.1
0.4,0.35,5.1,0.026000000000000002,17,113,0.991,0.67,12.4
0.34,0.31,6.0,0.02,18,68,0.99,0.29,13.4
0.26,0.31,2.0,0.028999999999999998,14,141,0.991,0.77,12.2
0.27,0.3,13.0,0.047,69,160,0.997,0.5,9.6
0.24,0.43,2.0,0.021,20,69,0.99,0.56,12.2
0.13,0.57,6.6,0.055999999999999994,60,150,0.995,0.43,9.4
0.34,0.66,15.9,0.046,26,164,0.998,0.5,8.8
0.19,0.42,2.0,0.047,16,104,0.995,0.66,10.0
0.27,0.37,8.2,0.055,52,192,0.996,0.52,9.5
0.23,0.3,14.9,0.051,33,118,0.998,0.54,9.0
0.35,0.3,6.5,0.027999999999999997,27,87,0.9940000000000001,0.42,11.4
0.28,0.33,15.7,0.053,51,190,0.998,0.51,9.7
0.27,0.33,3.6,0.034,9,45,0.991,0.4,10.5
0.2,0.4,1.9,0.015,20,98,0.99,0.55,12.1
0.46,0.15,2.1,0.026000000000000002,29,130,0.99,0.77,13.4
0.22,0.28,2.2,0.04,24,125,0.992,0.48,10.5
0.34,0.29,2.2,0.036000000000000004,25,100,0.9890000000000001,0.44,11.8
0.15,0.38,1.7,0.037000000000000005,20,84,0.99,0.53,11.4
0.34,0.49,7.3,0.045,61,206,0.996,0.4,9.0
0.13,0.45,4.2,0.043,52,131,0.992,0.54,11.3
0.16,0.35,1.3,0.043,21,182,0.993,0.62,10.8
0.28,0.34,2.2,0.037000000000000005,24,125,0.99,0.33,12.8
0.3,0.38,4.9,0.039,22,86,0.99,0.58,13.1
0.26,0.3,2.1,0.033,50,158,0.991,0.43,12.1
0.24,0.39,18.0,0.057,45,149,1.0,0.36,8.6
0.2,0.42,1.5,0.040999999999999995,35,125,0.993,0.49,11.4
0.34,0.16,7.0,0.037000000000000005,26,116,0.995,0.45,10.0
0.3,0.3,2.0,0.03,38,142,0.9890000000000001,0.41,12.9
0.19,0.28,5.0,0.057999999999999996,14,146,0.995,0.36,9.1
0.37,0.24,2.0,0.064,23,120,0.995,0.54,9.4
0.36,0.32,1.9,0.036000000000000004,27,119,0.992,0.49,11.2
0.46,0.32,4.1,0.033,40,138,0.991,0.44,12.8
0.34,0.25,2.5,0.046,47,182,0.991,0.4,11.3
0.29,0.25,12.0,0.057,48,224,0.998,0.41,9.0
0.26,0.34,6.4,0.034,26,99,0.9940000000000001,0.41,9.2
0.37,0.51,11.8,0.044000000000000004,62,163,0.998,0.44,8.8
0.16,0.26,7.1,0.054000000000000006,41,224,0.997,0.55,10.1
0.22,0.24,1.4,0.040999999999999995,17,159,0.992,0.53,11.2
0.3,0.27,10.6,0.039,31,119,0.998,0.3,9.3
0.23,0.74,3.2,0.042,15,126,0.993,0.51,11.2
0.16,0.3,13.7,0.055999999999999994,33,168,0.998,0.44,8.7
0.37,0.7,12.2,0.039,21,158,0.998,0.73,9.3
0.28,0.41,5.0,0.043,50,188,0.993,0.64,10.8
0.18,0.26,1.3,0.040999999999999995,20,71,0.993,0.74,9.9
0.24,0.39,17.3,0.052000000000000005,22,126,0.9990000000000001,0.47,9.2
0.23,0.49,10.0,0.036000000000000004,45,182,0.997,0.58,9.6
0.36,0.28,3.2,0.037000000000000005,29,119,0.991,0.65,12.4
0.25,0.19,12.4,0.047,50,162,0.997,0.38,9.5
0.18,0.28,9.8,0.039,29,113,0.9940000000000001,0.45,10.9
0.16,0.36,1.1,0.031,27,93,0.9890000000000001,0.34,13.2
0.2,0.14,4.4,0.184,35,168,0.9940000000000001,0.45,9.4
0.15,0.33,4.7,0.059000000000000004,31,118,0.996,0.39,9.0
0.26,0.22,7.7,0.047,57,210,0.996,0.47,9.0
0.28,0.28,1.4,0.039,12,83,0.992,0.65,11.1
0.21,0.52,6.5,0.047,28,123,0.9940000000000001,0.49,9.9
